Fixture ID,Game Date,Home Team ID,Away Team ID,Home Team Goals,Away Team Goals,Venue,Home Team,Away Team,Home Team Logo,Away Team Logo
11911,2017-08-11,42.0,46.0,4,3,Emirates Stadium,Arsenal,Leicester,https://media.api-sports.io/football/teams/42.png,https://media.api-sports.io/football/teams/46.png
11910,2017-08-12,38.0,40.0,3,3,Vicarage Road,Watford,Liverpool,https://media.api-sports.io/football/teams/38.png,https://media.api-sports.io/football/teams/40.png
11905,2017-08-12,49.0,44.0,2,3,Stamford Bridge,Chelsea,Burnley,https://media.api-sports.io/football/teams/49.png,https://media.api-sports.io/football/teams/44.png
11906,2017-08-12,52.0,37.0,0,3,Selhurst Park,Crystal Palace,Huddersfield,https://media.api-sports.io/football/teams/52.png,https://media.api-sports.io/football/teams/37.png
11907,2017-08-12,45.0,75.0,1,0,Goodison Park,Everton,Stoke City,https://media.api-sports.io/football/teams/45.png,https://media.api-sports.io/football/teams/75.png
11908,2017-08-12,41.0,76.0,0,0,St. Mary's Stadium,Southampton,Swansea,https://media.api-sports.io/football/teams/41.png,https://media.api-sports.io/football/teams/76.png
11909,2017-08-12,60.0,35.0,1,0,The Hawthorns,West Brom,Bournemouth,https://media.api-sports.io/football/teams/60.png,https://media.api-sports.io/football/teams/35.png
11904,2017-08-12,51.0,50.0,0,2,American Express Community Stadium,Brighton,Manchester City,https://media.api-sports.io/football/teams/51.png,https://media.api-sports.io/football/teams/50.png
11903,2017-08-13,34.0,47.0,0,2,St James' Park,Newcastle,Tottenham,https://media.api-sports.io/football/teams/34.png,https://media.api-sports.io/football/teams/47.png
11902,2017-08-13,33.0,48.0,4,0,Old Trafford,Manchester United,West Ham,https://media.api-sports.io/football/teams/33.png,https://media.api-sports.io/football/teams/48.png
11901,2017-08-19,76.0,33.0,0,4,Liberty Stadium,Swansea,Manchester United,https://media.api-sports.io/football/teams/76.png,https://media.api-sports.io/football/teams/33.png
11896,2017-08-19,35.0,38.0,0,2,Vitality Stadium,Bournemouth,Watford,https://media.api-sports.io/football/teams/35.png,https://media.api-sports.io/football/teams/38.png
11897,2017-08-19,44.0,60.0,0,1,Turf Moor,Burnley,West Brom,https://media.api-sports.io/football/teams/44.png,https://media.api-sports.io/football/teams/60.png
