Fixture ID,Game Date,Home Team ID,Away Team ID,Home Team Goals,Away Team Goals,Venue,Home Team,Away Team,Home Team Logo,Away Team Logo
192566,2016-04-20,40.0,45.0,4,0,Anfield,Liverpool,Everton,https://media.api-sports.io/football/teams/40.png,https://media.api-sports.io/football/teams/45.png
192593,2016-04-20,33.0,52.0,2,0,Old Trafford,Manchester United,Crystal Palace,https://media.api-sports.io/football/teams/33.png,https://media.api-sports.io/football/teams/52.png
192594,2016-04-21,42.0,60.0,2,0,Emirates Stadium,Arsenal,West Brom,https://media.api-sports.io/football/teams/42.png,https://media.api-sports.io/football/teams/60.png
192638,2016-04-23,50.0,75.0,4,0,Etihad Stadium,Manchester City,Stoke City,https://media.api-sports.io/football/teams/50.png,https://media.api-sports.io/football/teams/75.png
192639,2016-04-23,35.0,49.0,1,4,Vitality Stadium,Bournemouth,Chelsea,https://media.api-sports.io/football/teams/35.png,https://media.api-sports.io/football/teams/49.png
192640,2016-04-23,40.0,34.0,2,2,Anfield,Liverpool,Newcastle,https://media.api-sports.io/football/teams/40.png,https://media.api-sports.io/football/teams/34.png
192641,2016-04-23,66.0,41.0,2,4,Villa Park,Aston Villa,Southampton,https://media.api-sports.io/football/teams/66.png,https://media.api-sports.io/football/teams/41.png
192642,2016-04-24,74.0,42.0,0,0,Stadium of Light,Sunderland,Arsenal,https://media.api-sports.io/football/teams/746.png,https://media.api-sports.io/football/teams/42.png
192643,2016-04-24,46.0,76.0,4,0,King Power Stadium,Leicester,Swansea,https://media.api-sports.io/football/teams/46.png,https://media.api-sports.io/football/teams/76.png
192644,2016-04-25,47.0,60.0,1,1,White Hart Lane,Tottenham,West Brom,https://media.api-sports.io/football/teams/47.png,https://media.api-sports.io/football/teams/60.png
192647,2016-04-30,38.0,66.0,3,2,Vicarage Road,Watford,Aston Villa,https://media.api-sports.io/football/teams/38.png,https://media.api-sports.io/football/teams/66.png
192648,2016-04-30,45.0,35.0,2,1,Goodison Park,Everton,Bournemouth,https://media.api-sports.io/football/teams/45.png,https://media.api-sports.io/football/teams/35.png
192649,2016-04-30,34.0,52.0,1,0,St James' Park,Newcastle,Crystal Palace,https://media.api-sports.io/football/teams/34.png,https://media.api-sports.io/football/teams/52.png
192650,2016-04-30,75.0,74.0,1,1,bet365 Stadium,Stoke City,Sunderland,https://media.api-sports.io/football/teams/75.png,https://media.api-sports.io/football/teams/746.png
192651,2016-04-30,60.0,48.0,0,3,The Hawthorns,West Brom,West Ham,https://media.api-sports.io/football/teams/60.png,https://media.api-sports.io/football/teams/48.png
192652,2016-04-30,42.0,71.0,1,0,Emirates Stadium,Arsenal,Norwich,https://media.api-sports.io/football/teams/42.png,https://media.api-sports.io/football/teams/71.png
192653,2016-05-01,76.0,40.0,3,1,Liberty Stadium,Swansea,Liverpool,https://media.api-sports.io/football/teams/76.png,https://media.api-sports.io/football/teams/40.png
192654,2016-05-01,33.0,46.0,1,1,Old Trafford,Manchester United,Leicester,https://media.api-sports.io/football/teams/33.png,https://media.api-sports.io/football/teams/46.png
192655,2016-05-01,41.0,50.0,4,2,St. Mary's Stadium,Southampton,Manchester City,https://media.api-sports.io/football/teams/41.png,https://media.api-sports.io/football/teams/50.png
192656,2016-05-02,49.0,47.0,2,2,Stamford Bridge,Chelsea,Tottenham,https://media.api-sports.io/football/teams/49.png,https://media.api-sports.io/football/teams/47.png
192657,2016-05-07,71.0,33.0,0,1,Carrow Road,Norwich,Manchester United,https://media.api-sports.io/football/teams/71.png,https://media.api-sports.io/football/teams/33.png
192658,2016-05-07,74.0,49.0,3,2,Stadium of Light,Sunderland,Chelsea,https://media.api-sports.io/football/teams/746.png,https://media.api-sports.io/football/teams/49.png
192659,2016-05-07,66.0,34.0,0,0,Villa Park,Aston Villa,Newcastle,https://media.api-sports.io/football/teams/66.png,https://media.api-sports.io/football/teams/34.png
192660,2016-05-07,52.0,75.0,2,1,Selhurst Park,Crystal Palace,Stoke City,https://media.api-sports.io/football/teams/52.png,https://media.api-sports.io/football/teams/75.png
192661,2016-05-07,48.0,76.0,1,4,London Stadium,West Ham,Swansea,https://media.api-sports.io/football/teams/48.png,https://media.api-sports.io/football/teams/76.png
192662,2016-05-07,35.0,60.0,1,1,Vitality Stadium,Bournemouth,West Brom,https://media.api-sports.io/football/teams/35.png,https://media.api-sports.io/football/teams/60.png
192663,2016-05-07,46.0,45.0,3,1,King Power Stadium,Leicester,Everton,https://media.api-sports.io/football/teams/46.png,https://media.api-sports.io/football/teams/45.png
192664,2016-05-08,47.0,41.0,1,2,White Hart Lane,Tottenham,Southampton,https://media.api-sports.io/football/teams/47.png,https://media.api-sports.io/football/teams/41.png
192665,2016-05-08,50.0,42.0,2,2,Etihad Stadium,Manchester City,Arsenal,https://media.api-sports.io/football/teams/50.png,https://media.api-sports.io/football/teams/42.png
192666,2016-05-08,40.0,38.0,2,0,Anfield,Liverpool,Watford,https://media.api-sports.io/football/teams/40.png,https://media.api-sports.io/football/teams/38.png
192645,2016-05-10,48.0,33.0,3,2,London Stadium,West Ham,Manchester United,https://media.api-sports.io/football/teams/48.png,https://media.api-sports.io/football/teams/33.png
192595,2016-05-11,74.0,45.0,3,0,Stadium of Light,Sunderland,Everton,https://media.api-sports.io/football/teams/746.png,https://media.api-sports.io/football/teams/45.png
192646,2016-05-11,71.0,38.0,4,2,Carrow Road,Norwich,Watford,https://media.api-sports.io/football/teams/71.png,https://media.api-sports.io/football/teams/38.png
192596,2016-05-11,40.0,49.0,1,1,Anfield,Liverpool,Chelsea,https://media.api-sports.io/football/teams/40.png,https://media.api-sports.io/football/teams/49.png
192667,2016-05-15,42.0,66.0,4,0,Emirates Stadium,Arsenal,Aston Villa,https://media.api-sports.io/football/teams/42.png,https://media.api-sports.io/football/teams/66.png
192668,2016-05-15,41.0,52.0,4,1,St. Mary's Stadium,Southampton,Crystal Palace,https://media.api-sports.io/football/teams/41.png,https://media.api-sports.io/football/teams/52.png
192669,2016-05-15,49.0,46.0,1,1,Stamford Bridge,Chelsea,Leicester,https://media.api-sports.io/football/teams/49.png,https://media.api-sports.io/football/teams/46.png
192670,2016-05-15,60.0,40.0,1,1,The Hawthorns,West Brom,Liverpool,https://media.api-sports.io/football/teams/60.png,https://media.api-sports.io/football/teams/40.png
192671,2016-05-15,76.0,50.0,1,1,Liberty Stadium,Swansea,Manchester City,https://media.api-sports.io/football/teams/76.png,https://media.api-sports.io/football/teams/50.png
192672,2016-05-15,45.0,71.0,3,0,Goodison Park,Everton,Norwich,https://media.api-sports.io/football/teams/45.png,https://media.api-sports.io/football/teams/71.png
192673,2016-05-15,38.0,74.0,2,2,Vicarage Road,Watford,Sunderland,https://media.api-sports.io/football/teams/38.png,https://media.api-sports.io/football/teams/746.png
192674,2016-05-15,34.0,47.0,5,1,St James' Park,Newcastle,Tottenham,https://media.api-sports.io/football/teams/34.png,https://media.api-sports.io/football/teams/47.png
192675,2016-05-15,75.0,48.0,2,1,bet365 Stadium,Stoke City,West Ham,https://media.api-sports.io/football/teams/75.png,https://media.api-sports.io/football/teams/48.png
192676,2016-05-17,33.0,35.0,3,1,Old Trafford,Manchester United,Bournemouth,https://media.api-sports.io/football/teams/33.png,https://media.api-sports.io/football/teams/35.png
